Question,Your_Answer,Round,TimeStamp
99 - 50 = ,49, 1,14/8/2017 8:00:35 PM
15 + 57 = ,72, 1,14/8/2017 8:00:35 PM
73 - 43 = ,30, 1,14/8/2017 8:00:35 PM
71 - 39 = ,32, 1,14/8/2017 8:00:35 PM
56 - 25 = ,31, 1,14/8/2017 8:00:35 PM
96 - 21 = ,75, 1,14/8/2017 8:00:35 PM
13 + 64 = ,77, 1,14/8/2017 8:00:35 PM
52 + 36 = ,88, 1,14/8/2017 8:00:35 PM
73 - 24 = ,49, 1,14/8/2017 8:00:35 PM
53 + 38 = ,91, 1,14/8/2017 8:00:35 PM
74 + 24 = ,98, 1,14/8/2017 8:00:35 PM
85 - 17 = ,68, 1,14/8/2017 8:00:35 PM
68 - 33 = ,35, 1,14/8/2017 8:00:35 PM
95 - 84 = ,11, 1,14/8/2017 8:00:35 PM
61 - 37 = ,24, 1,14/8/2017 8:00:35 PM
20 + 25 = ,45, 1,14/8/2017 8:00:35 PM
23 + 49 = ,72, 1,14/8/2017 8:00:35 PM
46 - 23 = ,23, 1,14/8/2017 8:00:35 PM
76 - 74 = ,02, 1,14/8/2017 8:00:35 PM
41 + 29 = ,70, 1,14/8/2017 8:00:35 PM
99 - 50 = ,49, 1,14/8/2017 8:00:58 PM
15 + 57 = ,72, 1,14/8/2017 8:00:58 PM
73 - 43 = ,30, 1,14/8/2017 8:00:58 PM
71 - 39 = ,32, 1,14/8/2017 8:00:58 PM
56 - 25 = ,31, 1,14/8/2017 8:00:58 PM
96 - 21 = ,75, 1,14/8/2017 8:00:58 PM
13 + 64 = ,77, 1,14/8/2017 8:00:58 PM
52 + 36 = ,88, 1,14/8/2017 8:00:58 PM
73 - 24 = ,49, 1,14/8/2017 8:00:58 PM
53 + 38 = ,91, 1,14/8/2017 8:00:58 PM
74 + 24 = ,98, 1,14/8/2017 8:00:58 PM
85 - 17 = ,68, 1,14/8/2017 8:00:58 PM
68 - 33 = ,35, 1,14/8/2017 8:00:58 PM
95 - 84 = ,11, 1,14/8/2017 8:00:58 PM
61 - 37 = ,24, 1,14/8/2017 8:00:58 PM
20 + 25 = ,45, 1,14/8/2017 8:00:58 PM
23 + 49 = ,72, 1,14/8/2017 8:00:58 PM
46 - 23 = ,23, 1,14/8/2017 8:00:58 PM
76 - 74 = ,02, 1,14/8/2017 8:00:58 PM
41 + 29 = ,70, 1,14/8/2017 8:00:58 PM
31 + 59 = ,90, 2,14/8/2017 8:04:33 PM
86 - 23 = ,63, 2,14/8/2017 8:04:33 PM
33 - 18 = ,15, 2,14/8/2017 8:04:33 PM
57 - 39 = ,18, 2,14/8/2017 8:04:33 PM
13 + 56 = ,69, 2,14/8/2017 8:04:33 PM
21 - 20 = ,01, 2,14/8/2017 8:04:33 PM
47 + 19 = ,66, 2,14/8/2017 8:04:33 PM
71 + 21 = ,92, 2,14/8/2017 8:04:33 PM
96 - 91 = ,05, 2,14/8/2017 8:04:33 PM
85 - 56 = ,29, 2,14/8/2017 8:04:33 PM
61 - 16 = ,45, 2,14/8/2017 8:04:33 PM
37 + 42 = ,79, 2,14/8/2017 8:04:33 PM
64 + 14 = ,78, 2,14/8/2017 8:04:33 PM
87 - 61 = ,26, 2,14/8/2017 8:04:33 PM
58 - 38 = ,20, 2,14/8/2017 8:04:33 PM
76 - 33 = ,43, 2,14/8/2017 8:04:33 PM
76 + 17 = ,93, 2,14/8/2017 8:04:33 PM
89 - 46 = ,43, 2,14/8/2017 8:04:33 PM
78 - 53 = ,25, 2,14/8/2017 8:04:33 PM
50 + 11 = ,61, 2,14/8/2017 8:04:33 PM
31 + 59 = ,90, 2,14/8/2017 8:05:10 PM
86 - 23 = ,63, 2,14/8/2017 8:05:10 PM
33 - 18 = ,15, 2,14/8/2017 8:05:10 PM
57 - 39 = ,18, 2,14/8/2017 8:05:10 PM
13 + 56 = ,69, 2,14/8/2017 8:05:10 PM
21 - 20 = ,01, 2,14/8/2017 8:05:10 PM
47 + 19 = ,66, 2,14/8/2017 8:05:10 PM
71 + 21 = ,92, 2,14/8/2017 8:05:10 PM
96 - 91 = ,05, 2,14/8/2017 8:05:10 PM
85 - 56 = ,29, 2,14/8/2017 8:05:10 PM
61 - 16 = ,45, 2,14/8/2017 8:05:10 PM
37 + 42 = ,79, 2,14/8/2017 8:05:10 PM
64 + 14 = ,78, 2,14/8/2017 8:05:10 PM
87 - 61 = ,26, 2,14/8/2017 8:05:10 PM
58 - 38 = ,20, 2,14/8/2017 8:05:10 PM
76 - 33 = ,43, 2,14/8/2017 8:05:10 PM
76 + 17 = ,93, 2,14/8/2017 8:05:10 PM
89 - 46 = ,43, 2,14/8/2017 8:05:10 PM
78 - 53 = ,25, 2,14/8/2017 8:05:10 PM
50 + 11 = ,61, 2,14/8/2017 8:05:10 PM
98 - 73 = ,25, 3,14/8/2017 8:11:58 PM
27 - 22 = ,05, 3,14/8/2017 8:11:58 PM
90 - 59 = ,31, 3,14/8/2017 8:11:58 PM
19 - 16 = ,03, 3,14/8/2017 8:11:58 PM
12 + 74 = ,86, 3,14/8/2017 8:11:58 PM
64 + 17 = ,81, 3,14/8/2017 8:11:58 PM
26 + 33 = ,59, 3,14/8/2017 8:11:58 PM
13 + 39 = ,52, 3,14/8/2017 8:11:58 PM
14 + 68 = ,82, 3,14/8/2017 8:11:58 PM
63 - 24 = ,39, 3,14/8/2017 8:11:58 PM
31 + 43 = ,74, 3,14/8/2017 8:11:58 PM
