Question,Your_Answer,Round,TimeStamp
90 - 40 = ,50, 1,20/8/2017 2:25:44 PM
36 + 25 = ,61, 1,20/8/2017 2:25:44 PM
67 - 32 = ,35, 1,20/8/2017 2:25:44 PM
22 + 39 = ,61, 1,20/8/2017 2:25:44 PM
97 - 36 = ,61, 1,20/8/2017 2:25:44 PM
88 - 52 = ,36, 1,20/8/2017 2:25:44 PM
50 + 41 = ,91, 1,20/8/2017 2:25:44 PM
51 - 41 = ,10, 1,20/8/2017 2:25:44 PM
48 + 23 = ,71, 1,20/8/2017 2:25:44 PM
83 - 20 = ,63, 1,20/8/2017 2:25:44 PM
44 + 19 = ,63, 1,20/8/2017 2:25:44 PM
84 - 12 = ,72, 1,20/8/2017 2:25:44 PM
23 - 13 = ,10, 1,20/8/2017 2:25:44 PM
14 - 10 = ,04, 1,20/8/2017 2:25:44 PM
23 + 38 = ,61, 1,20/8/2017 2:25:44 PM
87 - 80 = ,7, 1,20/8/2017 2:25:44 PM
98 - 41 = ,57, 1,20/8/2017 2:25:44 PM
37 + 44 = ,81, 1,20/8/2017 2:25:44 PM
91 - 48 = ,43, 1,20/8/2017 2:25:44 PM
87 - 20 = ,67, 1,20/8/2017 2:25:44 PM
99 - 35 = ,64, 2,20/8/2017 2:29:53 PM
47 - 22 = ,25, 2,20/8/2017 2:29:53 PM
66 - 18 = ,48, 2,20/8/2017 2:29:53 PM
94 - 63 = ,31, 2,20/8/2017 2:29:53 PM
27 + 41 = ,68, 2,20/8/2017 2:29:53 PM
71 - 10 = ,61, 2,20/8/2017 2:29:53 PM
96 - 27 = ,69, 2,20/8/2017 2:29:53 PM
24 + 62 = ,86, 2,20/8/2017 2:29:53 PM
81 - 17 = ,64, 2,20/8/2017 2:29:53 PM
44 - 31 = ,13, 2,20/8/2017 2:29:53 PM
12 + 65 = ,77, 2,20/8/2017 2:29:53 PM
87 - 65 = ,22, 2,20/8/2017 2:29:53 PM
92 - 83 = ,09, 2,20/8/2017 2:29:53 PM
13 + 62 = ,75, 2,20/8/2017 2:29:53 PM
44 - 26 = ,18, 2,20/8/2017 2:29:53 PM
72 - 12 = ,60, 2,20/8/2017 2:29:53 PM
43 + 41 = ,84, 2,20/8/2017 2:29:53 PM
50 + 25 = ,75, 2,20/8/2017 2:29:53 PM
52 + 36 = ,88, 2,20/8/2017 2:29:53 PM
38 + 17 = ,55, 3,20/8/2017 2:35:57 PM
93 - 27 = ,66, 3,20/8/2017 2:35:57 PM
11 + 83 = ,94, 3,20/8/2017 2:35:57 PM
95 - 68 = ,27, 3,20/8/2017 2:35:57 PM
98 - 14 = ,84, 3,20/8/2017 2:35:57 PM
33 + 10 = ,43, 3,20/8/2017 2:35:57 PM
99 - 42 = ,57, 3,20/8/2017 2:35:57 PM
15 + 80 = ,95, 3,20/8/2017 2:35:57 PM
57 - 54 = ,03, 3,20/8/2017 2:35:57 PM
92 - 75 = ,17, 3,20/8/2017 2:35:57 PM
68 - 45 = ,23, 3,20/8/2017 2:35:57 PM
60 - 49 = ,11, 3,20/8/2017 2:35:57 PM
64 - 31 = ,33, 3,20/8/2017 2:35:57 PM
72 - 39 = ,33, 3,20/8/2017 2:35:57 PM
80 - 22 = ,58, 3,20/8/2017 2:35:57 PM
90 - 56 = ,34, 3,20/8/2017 2:35:57 PM
19 + 77 = ,96, 3,20/8/2017 2:35:57 PM
68 - 57 = ,11, 3,20/8/2017 2:35:57 PM
79 - 50 = ,29, 3,20/8/2017 2:35:57 PM
67 + 17 = ,84, 3,20/8/2017 2:35:57 PM
25 - 14 = ,11, 4,20/8/2017 2:40:12 PM
17 + 43 = ,60, 4,20/8/2017 2:40:12 PM
43 + 33 = ,76, 4,20/8/2017 2:40:12 PM
79 - 76 = ,03, 4,20/8/2017 2:40:12 PM
42 + 48 = ,90, 4,20/8/2017 2:40:12 PM
15 + 44 = ,59, 4,20/8/2017 2:40:12 PM
34 - 13 = ,21, 4,20/8/2017 2:40:12 PM
80 - 39 = ,41, 4,20/8/2017 2:40:12 PM
42 - 28 = ,14, 4,20/8/2017 2:40:12 PM
18 + 32 = ,50, 4,20/8/2017 2:40:12 PM
46 - 24 = ,22, 4,20/8/2017 2:40:12 PM
49 - 34 = ,15, 4,20/8/2017 2:40:12 PM
28 + 63 = ,91, 4,20/8/2017 2:40:12 PM
54 - 38 = ,16, 4,20/8/2017 2:40:12 PM
93 - 84 = ,09, 4,20/8/2017 2:40:12 PM
59 + 39 = ,98, 4,20/8/2017 2:40:12 PM
10 + 35 = ,45, 4,20/8/2017 2:40:12 PM
38 + 37 = ,75, 4,20/8/2017 2:40:12 PM
52 - 45 = ,07, 4,20/8/2017 2:40:12 PM
35 + 56 = ,91, 4,20/8/2017 2:40:12 PM
85 - 29 = ,56, 5,20/8/2017 2:44:55 PM
45 - 41 = ,04, 5,20/8/2017 2:44:55 PM
56 - 23 = ,33, 5,20/8/2017 2:44:55 PM
21 + 18 = ,39, 5,20/8/2017 2:44:55 PM
82 - 80 = ,02, 5,20/8/2017 2:44:55 PM
72 + 15 = ,87, 5,20/8/2017 2:44:55 PM
46 - 27 = ,19, 5,20/8/2017 2:44:55 PM
96 - 85 = ,11, 5,20/8/2017 2:44:55 PM
57 + 11 = ,68, 5,20/8/2017 2:44:55 PM
47 - 18 = ,29, 5,20/8/2017 2:44:55 PM
51 - 45 = ,06, 5,20/8/2017 2:44:55 PM
65 - 52 = ,13, 5,20/8/2017 2:44:55 PM
72 + 14 = ,86, 5,20/8/2017 2:44:55 PM
99 - 42 = ,57, 5,20/8/2017 2:44:55 PM
67 - 15 = ,52, 5,20/8/2017 2:44:55 PM
62 - 12 = ,50, 5,20/8/2017 2:44:55 PM
39 + 42 = ,81, 5,20/8/2017 2:44:55 PM
61 - 30 = ,31, 5,20/8/2017 2:44:55 PM
35 + 12 = ,47, 5,20/8/2017 2:44:55 PM
27 + 16 = ,43, 5,20/8/2017 2:44:55 PM
28 + 37 = ,65, 6,20/8/2017 2:47:00 PM
85 - 64 = ,21, 6,20/8/2017 2:47:00 PM
15 + 25 = ,40, 6,20/8/2017 2:47:00 PM
61 - 42 = ,19, 6,20/8/2017 2:47:00 PM
58 + 32 = ,90, 6,20/8/2017 2:47:00 PM
55 - 12 = ,43, 6,20/8/2017 2:47:00 PM
58 - 49 = ,09, 6,20/8/2017 2:47:00 PM
32 + 42 = ,74, 6,20/8/2017 2:47:00 PM
55 + 20 = ,75, 6,20/8/2017 2:47:00 PM
63 - 15 = ,48, 6,20/8/2017 2:47:00 PM
63 - 11 = ,52, 6,20/8/2017 2:47:00 PM
16 + 28 = ,44, 6,20/8/2017 2:47:00 PM
78 - 14 = ,64, 6,20/8/2017 2:47:00 PM
59 - 28 = ,31, 6,20/8/2017 2:47:00 PM
46 + 27 = ,73, 6,20/8/2017 2:47:00 PM
41 + 12 = ,53, 6,20/8/2017 2:47:00 PM
28 + 13 = ,41, 6,20/8/2017 2:47:00 PM
11 + 54 = ,65, 6,20/8/2017 2:47:00 PM
55 + 17 = ,72, 6,20/8/2017 2:47:00 PM
51 + 38 = ,89, 6,20/8/2017 2:47:00 PM
64 - 49 = ,15, 7,20/8/2017 4:05:22 PM
43 + 15 = ,58, 7,20/8/2017 4:05:22 PM
92 - 20 = ,72, 7,20/8/2017 4:05:22 PM
13 + 82 = ,95, 7,20/8/2017 4:05:22 PM
35 + 49 = ,84, 7,20/8/2017 4:05:22 PM
67 - 46 = ,21, 7,20/8/2017 4:05:22 PM
87 - 45 = ,42, 7,20/8/2017 4:05:22 PM
31 + 62 = ,93, 7,20/8/2017 4:05:22 PM
84 - 50 = ,34, 7,20/8/2017 4:05:22 PM
63 + 34 = ,97, 7,20/8/2017 4:05:22 PM
71 - 29 = ,42, 7,20/8/2017 4:05:22 PM
50 + 30 = ,80, 7,20/8/2017 4:05:22 PM
56 + 18 = ,74, 7,20/8/2017 4:05:22 PM
25 + 42 = ,67, 7,20/8/2017 4:05:22 PM
73 - 39 = ,34, 7,20/8/2017 4:05:22 PM
69 - 18 = ,51, 7,20/8/2017 4:05:22 PM
88 - 15 = ,73, 7,20/8/2017 4:05:22 PM
65 - 56 = ,09, 7,20/8/2017 4:05:22 PM
46 + 13 = ,59, 7,20/8/2017 4:05:22 PM
46 + 20 = ,66, 7,20/8/2017 4:05:22 PM
37 + 57 = ,94, 8,20/8/2017 4:08:23 PM
39 + 41 = ,80, 8,20/8/2017 4:08:23 PM
53 - 47 = ,06, 8,20/8/2017 4:08:23 PM
10 + 71 = ,81, 8,20/8/2017 4:08:23 PM
22 + 33 = ,55, 8,20/8/2017 4:08:23 PM
33 + 58 = ,91, 8,20/8/2017 4:08:23 PM
98 - 37 = ,61, 8,20/8/2017 4:08:23 PM
80 - 64 = ,16, 8,20/8/2017 4:08:23 PM
52 + 14 = ,66, 8,20/8/2017 4:08:23 PM
83 - 57 = ,26, 8,20/8/2017 4:08:23 PM
26 + 32 = ,58, 8,20/8/2017 4:08:23 PM
31 + 28 = ,59, 8,20/8/2017 4:08:23 PM
74 - 39 = ,35, 8,20/8/2017 4:08:23 PM
52 - 36 = ,16, 8,20/8/2017 4:08:23 PM
93 - 51 = ,42, 8,20/8/2017 4:08:23 PM
85 - 44 = ,41, 8,20/8/2017 4:08:23 PM
13 + 85 = ,98, 8,20/8/2017 4:08:23 PM
15 + 44 = ,59, 8,20/8/2017 4:08:23 PM
80 - 78 = ,02, 8,20/8/2017 4:08:23 PM
60 - 33 = ,27, 8,20/8/2017 4:08:23 PM
69 - 27 = ,42, 9,20/8/2017 4:12:41 PM
72 - 36 = ,36, 9,20/8/2017 4:12:41 PM
68 - 66 = ,02, 9,20/8/2017 4:12:41 PM
46 + 31 = ,77, 9,20/8/2017 4:12:41 PM
25 + 73 = ,98, 9,20/8/2017 4:12:41 PM
24 + 15 = ,39, 9,20/8/2017 4:12:41 PM
15 + 19 = ,34, 9,20/8/2017 4:12:41 PM
71 - 10 = ,61, 9,20/8/2017 4:12:41 PM
92 - 36 = ,56, 9,20/8/2017 4:12:41 PM
94 - 88 = ,06, 9,20/8/2017 4:12:41 PM
63 + 11 = ,74, 9,20/8/2017 4:12:41 PM
70 - 62 = ,08, 9,20/8/2017 4:12:41 PM
17 + 58 = ,75, 9,20/8/2017 4:12:41 PM
66 + 17 = ,83, 9,20/8/2017 4:12:41 PM
79 - 67 = ,12, 9,20/8/2017 4:12:41 PM
44 + 30 = ,74, 9,20/8/2017 4:12:41 PM
56 - 11 = ,45, 9,20/8/2017 4:12:41 PM
92 - 41 = ,51, 9,20/8/2017 4:12:41 PM
13 + 76 = ,89, 9,20/8/2017 4:12:41 PM
30 - 14 = ,16, 9,20/8/2017 4:12:41 PM
85 - 82 = ,03, 10,20/8/2017 4:16:13 PM
41 + 19 = ,60, 10,20/8/2017 4:16:13 PM
38 + 36 = ,74, 10,20/8/2017 4:16:13 PM
94 - 21 = ,73, 10,20/8/2017 4:16:13 PM
79 - 36 = ,43, 10,20/8/2017 4:16:13 PM
42 + 12 = ,54, 10,20/8/2017 4:16:13 PM
29 + 11 = ,40, 10,20/8/2017 4:16:13 PM
90 - 44 = ,46, 10,20/8/2017 4:16:13 PM
76 - 53 = ,23, 10,20/8/2017 4:16:13 PM
96 - 75 = ,21, 10,20/8/2017 4:16:13 PM
35 + 30 = ,65, 10,20/8/2017 4:16:13 PM
29 - 14 = ,15, 10,20/8/2017 4:16:13 PM
46 - 32 = ,14, 10,20/8/2017 4:16:13 PM
49 + 45 = ,94, 10,20/8/2017 4:16:13 PM
66 + 32 = ,98, 10,20/8/2017 4:16:13 PM
56 + 10 = ,66, 10,20/8/2017 4:16:13 PM
72 - 12 = ,60, 10,20/8/2017 4:16:13 PM
39 + 27 = ,66, 10,20/8/2017 4:16:13 PM
79 - 42 = ,37, 10,20/8/2017 4:16:13 PM
62 + 18 = ,80, 10,20/8/2017 4:16:13 PM
56 + 37 = ,93, 11,20/8/2017 4:18:59 PM
14 - 11 = ,03, 11,20/8/2017 4:18:59 PM
89 - 67 = ,22, 11,20/8/2017 4:18:59 PM
15 + 32 = ,47, 11,20/8/2017 4:18:59 PM
21 + 50 = ,71, 11,20/8/2017 4:18:59 PM
76 - 50 = ,26, 11,20/8/2017 4:18:59 PM
64 + 16 = ,80, 11,20/8/2017 4:18:59 PM
52 - 43 = ,09, 11,20/8/2017 4:18:59 PM
76 - 48 = ,28, 11,20/8/2017 4:18:59 PM
21 + 16 = ,37, 11,20/8/2017 4:18:59 PM
42 + 55 = ,97, 11,20/8/2017 4:18:59 PM
98 - 95 = ,03, 11,20/8/2017 4:18:59 PM
19 + 11 = ,30, 11,20/8/2017 4:18:59 PM
49 - 25 = ,24, 11,20/8/2017 4:18:59 PM
61 + 19 = ,80, 11,20/8/2017 4:18:59 PM
51 - 33 = ,18, 11,20/8/2017 4:18:59 PM
36 - 11 = ,25, 11,20/8/2017 4:18:59 PM
78 + 19 = ,97, 11,20/8/2017 4:18:59 PM
18 + 56 = ,74, 11,20/8/2017 4:18:59 PM
85 + 12 = ,97, 11,20/8/2017 4:18:59 PM
39 + 52 = ,91, 12,20/8/2017 4:24:17 PM
56 + 42 = ,98, 12,20/8/2017 4:24:17 PM
15 + 54 = ,69, 12,20/8/2017 4:24:17 PM
12 + 16 = ,28, 12,20/8/2017 4:24:17 PM
97 - 10 = ,87, 12,20/8/2017 4:24:17 PM
74 + 18 = ,92, 12,20/8/2017 4:24:17 PM
31 + 66 = ,97, 12,20/8/2017 4:24:17 PM
86 - 51 = ,35, 12,20/8/2017 4:24:17 PM
52 - 30 = ,22, 12,20/8/2017 4:24:17 PM
11 + 76 = ,87, 12,20/8/2017 4:24:17 PM
65 - 57 = ,08, 12,20/8/2017 4:24:17 PM
33 + 21 = ,54, 12,20/8/2017 4:24:17 PM
23 + 28 = ,51, 12,20/8/2017 4:24:17 PM
38 + 15 = ,53, 12,20/8/2017 4:24:17 PM
23 + 16 = ,39, 12,20/8/2017 4:24:17 PM
63 + 15 = ,78, 12,20/8/2017 4:24:17 PM
70 - 45 = ,25, 12,20/8/2017 4:24:17 PM
12 + 40 = ,52, 12,20/8/2017 4:24:17 PM
93 - 22 = ,71, 12,20/8/2017 4:24:17 PM
34 + 25 = ,59, 12,20/8/2017 4:24:17 PM
10 + 46 = ,56, 13,20/8/2017 4:26:50 PM
33 + 48 = ,81, 13,20/8/2017 4:26:50 PM
79 - 30 = ,49, 13,20/8/2017 4:26:50 PM
76 - 72 = ,04, 13,20/8/2017 4:26:50 PM
40 - 11 = ,29, 13,20/8/2017 4:26:50 PM
74 + 18 = ,92, 13,20/8/2017 4:26:50 PM
36 - 30 = ,06, 13,20/8/2017 4:26:50 PM
99 - 11 = ,88, 13,20/8/2017 4:26:50 PM
69 - 16 = ,53, 13,20/8/2017 4:26:50 PM
31 - 27 = ,04, 13,20/8/2017 4:26:50 PM
83 - 49 = ,34, 13,20/8/2017 4:26:50 PM
74 - 17 = ,57, 13,20/8/2017 4:26:50 PM
91 - 49 = ,42, 13,20/8/2017 4:26:50 PM
27 + 41 = ,68, 13,20/8/2017 4:26:50 PM
44 + 50 = ,94, 13,20/8/2017 4:26:50 PM
46 + 32 = ,78, 13,20/8/2017 4:26:50 PM
18 + 58 = ,76, 13,20/8/2017 4:26:50 PM
49 - 47 = ,02, 13,20/8/2017 4:26:50 PM
83 - 67 = ,16, 13,20/8/2017 4:26:50 PM
82 - 59 = ,23, 13,20/8/2017 4:26:50 PM
22 + 59 = ,81, 14,20/8/2017 4:29:01 PM
28 + 49 = ,77, 14,20/8/2017 4:29:01 PM
75 - 15 = ,60, 14,20/8/2017 4:29:01 PM
44 + 45 = ,89, 14,20/8/2017 4:29:01 PM
15 + 22 = ,37, 14,20/8/2017 4:29:01 PM
95 - 69 = ,26, 14,20/8/2017 4:29:01 PM
43 - 20 = ,23, 14,20/8/2017 4:29:01 PM
45 + 43 = ,88, 14,20/8/2017 4:29:01 PM
61 - 47 = ,14, 14,20/8/2017 4:29:01 PM
14 + 13 = ,27, 14,20/8/2017 4:29:01 PM
88 - 18 = ,70, 14,20/8/2017 4:29:01 PM
43 + 24 = ,67, 14,20/8/2017 4:29:01 PM
20 + 27 = ,47, 14,20/8/2017 4:29:01 PM
12 + 75 = ,87, 14,20/8/2017 4:29:01 PM
70 - 40 = ,30, 14,20/8/2017 4:29:01 PM
35 + 46 = ,81, 14,20/8/2017 4:29:01 PM
53 + 17 = ,70, 14,20/8/2017 4:29:01 PM
10 + 59 = ,69, 14,20/8/2017 4:29:01 PM
23 + 45 = ,68, 14,20/8/2017 4:29:01 PM
77 - 18 = ,59, 15,20/8/2017 4:31:13 PM
91 - 24 = ,67, 15,20/8/2017 4:31:13 PM
25 + 18 = ,43, 15,20/8/2017 4:31:13 PM
21 + 28 = ,49, 15,20/8/2017 4:31:13 PM
87 - 31 = ,56, 15,20/8/2017 4:31:13 PM
33 - 25 = ,08, 15,20/8/2017 4:31:13 PM
64 - 15 = ,49, 15,20/8/2017 4:31:13 PM
71 - 40 = ,31, 15,20/8/2017 4:31:13 PM
79 - 32 = ,47, 15,20/8/2017 4:31:13 PM
83 - 29 = ,54, 15,20/8/2017 4:31:13 PM
14 + 70 = ,84, 15,20/8/2017 4:31:13 PM
96 - 79 = ,17, 15,20/8/2017 4:31:13 PM
35 + 43 = ,78, 15,20/8/2017 4:31:13 PM
74 - 71 = ,03, 15,20/8/2017 4:31:13 PM
84 - 17 = ,67, 15,20/8/2017 4:31:13 PM
47 - 30 = ,17, 15,20/8/2017 4:31:13 PM
35 - 11 = ,24, 15,20/8/2017 4:31:13 PM
34 + 34 = ,68, 15,20/8/2017 4:31:13 PM
45 - 20 = ,25, 15,20/8/2017 4:31:13 PM
