Question,Your_Answer,Round,TimeStamp
80 + 61 = ,141, 1,23/8/2017 6:53:21 PM
131 + 68 = ,199, 1,23/8/2017 6:53:21 PM
123 + 51 = ,174, 1,23/8/2017 6:53:21 PM
71 + 87 = ,158, 1,23/8/2017 6:53:21 PM
149 - 58 = ,091, 1,23/8/2017 6:53:21 PM
138 + 59 = ,197, 1,23/8/2017 6:53:21 PM
51 + 137 = ,188, 1,23/8/2017 6:53:21 PM
75 + 99 = ,174, 1,23/8/2017 6:53:21 PM
102 + 74 = ,176, 1,23/8/2017 6:53:21 PM
122 + 75 = ,197, 1,23/8/2017 6:53:21 PM
107 + 91 = ,198, 1,23/8/2017 6:53:21 PM
113 + 62 = ,175, 1,23/8/2017 6:53:21 PM
113 + 61 = ,174, 1,23/8/2017 6:53:21 PM
51 + 64 = ,115, 1,23/8/2017 6:53:21 PM
75 + 55 = ,130, 1,23/8/2017 6:53:21 PM
52 + 126 = ,178, 1,23/8/2017 6:53:21 PM
65 + 78 = ,143, 1,23/8/2017 6:53:21 PM
70 + 71 = ,141, 1,23/8/2017 6:53:21 PM
112 + 56 = ,168, 2,23/8/2017 6:57:22 PM
87 + 64 = ,151, 2,23/8/2017 6:57:22 PM
96 + 78 = ,174, 2,23/8/2017 6:57:22 PM
102 + 54 = ,156, 2,23/8/2017 6:57:22 PM
105 + 87 = ,192, 2,23/8/2017 6:57:22 PM
82 + 87 = ,169, 2,23/8/2017 6:57:22 PM
55 + 131 = ,186, 2,23/8/2017 6:57:22 PM
68 + 115 = ,183, 2,23/8/2017 6:57:22 PM
96 + 92 = ,188, 2,23/8/2017 6:57:22 PM
103 + 78 = ,181, 2,23/8/2017 6:57:22 PM
66 + 103 = ,169, 2,23/8/2017 6:57:22 PM
99 + 70 = ,169, 2,23/8/2017 6:57:22 PM
81 + 52 = ,133, 2,23/8/2017 6:57:22 PM
110 + 62 = ,172, 2,23/8/2017 6:57:22 PM
144 - 75 = ,069, 2,23/8/2017 6:57:22 PM
54 + 55 = ,109, 2,23/8/2017 6:57:22 PM
69 + 53 = ,122, 2,23/8/2017 6:57:22 PM
110 + 68 = ,178, 2,23/8/2017 6:57:22 PM
54 + 119 = ,173, 2,23/8/2017 6:57:22 PM
136 - 61 = ,075, 2,23/8/2017 6:57:22 PM
125 + 73 = ,198, 3,23/8/2017 7:00:29 PM
56 + 80 = ,136, 3,23/8/2017 7:00:29 PM
95 + 76 = ,171, 3,23/8/2017 7:00:29 PM
110 + 81 = ,191, 3,23/8/2017 7:00:29 PM
97 + 52 = ,149, 3,23/8/2017 7:00:29 PM
85 + 85 = ,170, 3,23/8/2017 7:00:29 PM
56 + 127 = ,183, 3,23/8/2017 7:00:29 PM
63 + 84 = ,147, 3,23/8/2017 7:00:29 PM
145 - 62 = ,083, 3,23/8/2017 7:00:29 PM
57 + 52 = ,109, 3,23/8/2017 7:00:29 PM
108 + 74 = ,182, 3,23/8/2017 7:00:29 PM
108 + 72 = ,180, 3,23/8/2017 7:00:29 PM
139 - 58 = ,081, 3,23/8/2017 7:00:29 PM
65 + 120 = ,185, 3,23/8/2017 7:00:29 PM
72 + 127 = ,199, 3,23/8/2017 7:00:29 PM
103 + 92 = ,195, 3,23/8/2017 7:00:29 PM
102 + 55 = ,157, 3,23/8/2017 7:00:29 PM
75 + 120 = ,195, 3,23/8/2017 7:00:29 PM
59 + 130 = ,189, 3,23/8/2017 7:00:29 PM
117 + 56 = ,173, 3,23/8/2017 7:00:29 PM
110 + 55 = ,165, 4,23/8/2017 7:03:10 PM
52 + 119 = ,171, 4,23/8/2017 7:03:10 PM
82 + 104 = ,186, 4,23/8/2017 7:03:10 PM
80 + 50 = ,130, 4,23/8/2017 7:03:10 PM
94 + 52 = ,146, 4,23/8/2017 7:03:10 PM
136 - 69 = ,067, 4,23/8/2017 7:03:10 PM
101 + 55 = ,156, 4,23/8/2017 7:03:10 PM
52 + 122 = ,174, 4,23/8/2017 7:03:10 PM
62 + 83 = ,145, 4,23/8/2017 7:03:10 PM
148 - 61 = ,087, 4,23/8/2017 7:03:10 PM
78 + 52 = ,130, 4,23/8/2017 7:03:10 PM
147 - 59 = ,088, 4,23/8/2017 7:03:10 PM
129 - 54 = ,075, 4,23/8/2017 7:03:10 PM
100 + 73 = ,173, 4,23/8/2017 7:03:10 PM
125 + 71 = ,196, 4,23/8/2017 7:03:10 PM
72 + 126 = ,198, 4,23/8/2017 7:03:10 PM
82 + 76 = ,158, 4,23/8/2017 7:03:10 PM
54 + 127 = ,181, 4,23/8/2017 7:03:10 PM
68 + 125 = ,193, 4,23/8/2017 7:03:10 PM
67 + 50 = ,117, 4,23/8/2017 7:03:10 PM
138 - 73 = ,065, 5,23/8/2017 7:06:20 PM
74 + 119 = ,193, 5,23/8/2017 7:06:20 PM
54 + 69 = ,123, 5,23/8/2017 7:06:20 PM
131 + 59 = ,190, 5,23/8/2017 7:06:20 PM
85 + 96 = ,181, 5,23/8/2017 7:06:20 PM
51 + 105 = ,156, 5,23/8/2017 7:06:20 PM
80 + 70 = ,150, 5,23/8/2017 7:06:20 PM
103 + 87 = ,190, 5,23/8/2017 7:06:20 PM
115 + 60 = ,175, 5,23/8/2017 7:06:20 PM
80 + 81 = ,161, 5,23/8/2017 7:06:20 PM
113 + 84 = ,197, 5,23/8/2017 7:06:20 PM
93 + 67 = ,160, 5,23/8/2017 7:06:20 PM
140 - 72 = ,068, 5,23/8/2017 7:06:20 PM
84 + 113 = ,197, 5,23/8/2017 7:06:20 PM
51 + 110 = ,161, 5,23/8/2017 7:06:20 PM
64 + 109 = ,173, 5,23/8/2017 7:06:20 PM
52 + 60 = ,112, 5,23/8/2017 7:06:20 PM
54 + 126 = ,180, 5,23/8/2017 7:06:20 PM
109 + 52 = ,161, 6,23/8/2017 8:16:36 PM
71 + 107 = ,178, 6,23/8/2017 8:16:36 PM
56 + 58 = ,114, 6,23/8/2017 8:16:36 PM
84 + 105 = ,189, 6,23/8/2017 8:16:36 PM
102 + 68 = ,170, 6,23/8/2017 8:16:36 PM
