Question,Your_Answer,Round,TimeStamp
57 - 28 = ,29, 1,22/8/2017 4:08:27 PM
24 - 11 = ,13, 1,22/8/2017 4:08:27 PM
41 - 36 = ,05, 1,22/8/2017 4:08:27 PM
69 + 26 = ,95, 1,22/8/2017 4:08:27 PM
28 + 50 = ,78, 1,22/8/2017 4:08:27 PM
90 - 28 = ,62, 1,22/8/2017 4:08:27 PM
80 - 57 = ,23, 1,22/8/2017 4:08:27 PM
54 - 31 = ,23, 1,22/8/2017 4:08:27 PM
53 - 44 = ,09, 1,22/8/2017 4:08:27 PM
37 + 32 = ,69, 1,22/8/2017 4:08:27 PM
63 + 22 = ,85, 1,22/8/2017 4:08:27 PM
96 - 42 = ,54, 1,22/8/2017 4:08:27 PM
71 - 45 = ,26, 1,22/8/2017 4:08:27 PM
49 - 38 = ,11, 1,22/8/2017 4:08:27 PM
27 - 17 = ,10, 1,22/8/2017 4:08:27 PM
71 - 18 = ,53, 1,22/8/2017 4:08:27 PM
77 - 32 = ,45, 1,22/8/2017 4:08:27 PM
70 + 15 = ,85, 1,22/8/2017 4:08:27 PM
89 - 17 = ,72, 1,22/8/2017 4:08:27 PM
37 + 29 = ,66, 1,22/8/2017 4:08:27 PM
75 - 26 = ,49, 2,22/8/2017 4:11:30 PM
14 + 25 = ,39, 2,22/8/2017 4:11:30 PM
84 - 28 = ,56, 2,22/8/2017 4:11:30 PM
94 - 82 = ,12, 2,22/8/2017 4:11:30 PM
53 - 43 = ,10, 2,22/8/2017 4:11:30 PM
44 + 42 = ,86, 2,22/8/2017 4:11:30 PM
20 + 20 = ,40, 2,22/8/2017 4:11:30 PM
49 - 30 = ,19, 2,22/8/2017 4:11:30 PM
83 - 37 = ,46, 2,22/8/2017 4:11:30 PM
74 - 17 = ,57, 2,22/8/2017 4:11:30 PM
34 + 61 = ,95, 2,22/8/2017 4:11:30 PM
29 + 62 = ,91, 2,22/8/2017 4:11:30 PM
51 - 34 = ,17, 2,22/8/2017 4:11:30 PM
89 - 68 = ,21, 2,22/8/2017 4:11:30 PM
14 + 68 = ,82, 2,22/8/2017 4:11:30 PM
27 + 11 = ,38, 2,22/8/2017 4:11:30 PM
46 + 40 = ,86, 2,22/8/2017 4:11:30 PM
24 + 21 = ,45, 2,22/8/2017 4:11:30 PM
74 + 17 = ,91, 2,22/8/2017 4:11:30 PM
93 - 38 = ,55, 2,22/8/2017 4:11:30 PM
22 + 50 = ,72, 3,22/8/2017 4:13:49 PM
47 + 48 = ,95, 3,22/8/2017 4:13:49 PM
58 - 32 = ,26, 3,22/8/2017 4:13:49 PM
88 - 60 = ,28, 3,22/8/2017 4:13:49 PM
35 - 20 = ,15, 3,22/8/2017 4:13:49 PM
12 + 76 = ,88, 3,22/8/2017 4:13:49 PM
10 + 76 = ,86, 3,22/8/2017 4:13:49 PM
77 + 16 = ,93, 3,22/8/2017 4:13:49 PM
75 - 26 = ,49, 3,22/8/2017 4:13:49 PM
89 - 46 = ,43, 3,22/8/2017 4:13:49 PM
23 + 35 = ,58, 3,22/8/2017 4:13:49 PM
62 + 35 = ,97, 3,22/8/2017 4:13:49 PM
52 + 23 = ,75, 3,22/8/2017 4:13:49 PM
57 + 41 = ,98, 3,22/8/2017 4:13:49 PM
64 + 25 = ,89, 3,22/8/2017 4:13:49 PM
84 - 19 = ,65, 3,22/8/2017 4:13:49 PM
63 - 38 = ,25, 3,22/8/2017 4:13:49 PM
53 - 20 = ,33, 3,22/8/2017 4:13:49 PM
78 + 11 = ,89, 3,22/8/2017 4:13:49 PM
35 + 44 = ,79, 4,22/8/2017 4:16:47 PM
25 + 49 = ,74, 4,22/8/2017 4:16:47 PM
68 - 55 = ,13, 4,22/8/2017 4:16:47 PM
91 - 50 = ,41, 4,22/8/2017 4:16:47 PM
80 - 21 = ,59, 4,22/8/2017 4:16:47 PM
38 + 22 = ,60, 4,22/8/2017 4:16:47 PM
44 + 44 = ,88, 4,22/8/2017 4:16:47 PM
60 - 45 = ,15, 4,22/8/2017 4:16:47 PM
96 - 32 = ,64, 4,22/8/2017 4:16:47 PM
14 + 21 = ,35, 4,22/8/2017 4:16:47 PM
74 - 58 = ,16, 4,22/8/2017 4:16:47 PM
94 - 62 = ,32, 4,22/8/2017 4:16:47 PM
79 - 58 = ,21, 4,22/8/2017 4:16:47 PM
12 - 10 = ,02, 4,22/8/2017 4:16:47 PM
